Student_ID,Gender,Age,Department,CGPA,Tenth_Percentage,Twelfth_Percentage,Degree_Percentage,Projects,Internships,Certifications,Coding_Skill,Communication,Aptitude,English,Leadership,Teamwork,Hackathons,Backlogs,Placement
892,Male,21,CSE,7.51,66,69,75,0,1,7,4,10,80,10,1,1,3,1,Yes
893,Male,22,CSE,9.48,97,76,66,3,1,5,7,1,49,3,10,4,4,5,No
894,Female,23,CIVIL,8.01,95,74,68,5,2,6,1,7,92,7,7,5,1,3,Yes
895,Female,24,CSE,8.26,80,57,83,1,1,1,2,2,50,8,2,3,4,2,No
896,Male,25,ECE,9.7,99,80,73,4,2,4,10,5,46,2,7,4,0,4,Yes
897,Female,21,IT,7.78,57,85,85,0,0,3,1,7,51,2,2,4,3,4,No
898,Female,23,CIVIL,6.13,93,57,87,6,1,3,6,1,76,1,3,6,2,1,Yes
899,Female,23,IT,9.47,58,80,79,1,2,8,2,4,51,4,6,8,0,3,Yes
900,Male,21,MECH,7.83,90,65,64,4,2,0,2,2,66,9,9,1,4,5,No
901,Male,25,ECE,7.13,64,61,69,0,3,0,10,1,92,7,10,2,1,5,No
902,Male,24,MECH,5.83,96,85,91,5,3,4,10,7,68,4,8,10,2,2,Yes
903,Female,23,IT,7.5,78,69,64,2,1,6,5,3,63,1,7,5,1,0,Yes
904,Female,23,CIVIL,9.37,69,80,63,6,2,3,7,7,96,7,8,8,3,3,Yes
905,Female,22,ECE,6.93,80,63,88,1,1,3,4,10,52,10,6,8,4,3,No
906,Female,25,ECE,6.44,64,85,61,4,3,4,10,7,43,4,4,6,4,1,Yes
907,Female,24,EEE,6.29,83,56,68,3,1,4,10,3,81,7,10,4,1,3,Yes
908,Female,23,IT,9.32,63,86,75,4,0,1,2,2,41,1,1,6,0,2,No
909,Female,21,CIVIL,6.16,68,74,59,2,2,7,8,6,85,3,5,5,0,4,Yes
910,Male,21,IT,7.33,89,94,81,1,3,4,4,2,82,3,8,2,0,1,Yes
911,Female,23,EEE,7.6,56,92,78,3,1,7,1,8,100,10,6,6,0,2,Yes
912,Male,21,IT,8.25,98,80,64,0,1,5,5,2,62,10,8,1,4,4,No
913,Female,21,ECE,9.25,67,87,72,4,0,7,6,3,43,4,5,5,3,3,Yes
914,Female,20,ECE,8.8,97,84,60,2,0,2,10,1,87,10,1,5,3,1,Yes
915,Female,23,EEE,5.66,98,72,79,2,2,8,7,7,85,6,3,6,5,2,Yes
916,Male,23,ECE,6.67,83,97,60,6,2,8,2,1,91,3,2,4,0,1,Yes
917,Female,20,IT,8.02,70,60,59,0,0,5,10,2,49,10,8,6,5,0,Yes
918,Male,20,CIVIL,6.11,60,66,60,5,0,0,7,4,53,1,2,7,2,5,No
919,Male,23,IT,8.62,86,93,66,3,2,0,8,3,72,1,2,3,1,2,Yes
920,Male,24,MECH,9.78,99,62,59,1,1,5,4,3,65,10,5,10,3,4,Yes
921,Female,21,EEE,6.6,77,70,88,0,2,4,3,2,43,2,8,6,5,0,No
922,Female,20,CIVIL,8.86,83,55,60,2,2,1,10,5,86,6,8,6,5,3,Yes
923,Female,23,ECE,8.86,75,89,67,1,1,0,6,7,69,8,6,7,3,3,Yes
924,Female,21,IT,8.75,79,81,56,6,1,5,7,3,65,6,1,7,5,1,Yes
925,Male,24,IT,6.45,56,80,85,1,2,5,4,1,71,7,3,5,4,2,No
926,Male,21,EEE,8.17,86,82,82,6,1,7,1,6,46,2,6,8,4,2,Yes
927,Male,21,MECH,9.65,68,81,86,0,2,2,6,5,83,10,7,10,0,4,Yes
928,Male,24,ECE,7.0,78,99,63,2,3,1,1,8,63,7,4,4,2,5,No
929,Male,22,CIVIL,9.53,85,72,90,2,2,3,3,6,90,10,4,10,4,1,Yes
930,Male,23,MECH,7.57,56,75,87,0,3,2,10,6,45,9,8,8,4,5,No
931,Female,20,EEE,7.21,67,72,64,2,0,7,4,4,80,1,6,6,4,3,No
932,Male,22,ECE,7.63,75,93,89,1,1,1,5,1,87,4,9,9,2,1,No
933,Female,23,CIVIL,9.1,55,74,71,1,1,4,1,1,81,7,2,6,3,1,Yes
934,Female,25,EEE,7.94,93,83,75,0,2,7,5,4,85,10,8,5,1,4,Yes
935,Male,22,CSE,6.05,75,90,85,2,1,5,7,9,41,7,6,7,1,2,Yes
936,Male,25,ECE,6.93,91,57,87,0,1,7,2,2,48,3,2,9,1,5,No
937,Male,20,ECE,9.78,76,60,81,2,0,7,7,9,43,9,7,7,5,1,Yes
938,Male,21,EEE,6.2,71,69,70,0,0,0,4,8,42,1,4,4,1,1,No
939,Female,22,EEE,8.83,97,80,56,4,2,7,1,7,75,2,1,4,4,0,Yes
940,Male,21,MECH,7.66,77,99,60,4,2,8,3,7,53,3,9,1,5,5,No
941,Female,22,MECH,7.15,79,65,67,6,2,5,4,6,97,5,7,2,5,2,Yes
942,Female,20,EEE,8.15,96,97,87,6,3,3,3,2,42,7,2,4,1,4,No
943,Female,25,CIVIL,6.44,92,74,78,3,0,3,10,5,53,9,1,5,0,1,Yes
944,Male,22,IT,7.7,79,75,84,3,1,7,8,9,78,5,4,2,4,0,Yes
945,Male,20,MECH,5.72,55,72,55,2,3,6,10,3,46,1,6,4,5,1,Yes
946,Female,25,ECE,5.83,81,96,56,2,0,1,5,3,56,8,4,2,5,5,No
947,Male,23,IT,5.56,60,70,84,6,2,4,1,10,70,2,3,4,0,3,No
948,Female,20,CSE,7.69,84,81,66,0,0,1,5,5,86,8,4,5,0,5,No
949,Female,21,IT,8.53,55,96,57,6,3,8,8,4,85,1,5,6,0,4,Yes
950,Female,23,EEE,7.9,78,97,78,5,1,5,6,7,51,10,7,6,3,2,Yes
951,Female,21,CIVIL,8.81,86,98,89,3,2,6,2,10,56,3,6,6,5,3,Yes
952,Female,24,CIVIL,6.22,57,76,87,6,1,5,9,3,94,10,3,4,5,3,Yes
953,Male,23,CSE,9.86,89,57,88,0,0,4,9,3,87,4,6,8,0,2,Yes
954,Female,24,EEE,7.8,80,69,91,2,3,1,4,8,49,4,1,9,0,3,Yes
955,Male,20,CIVIL,9.68,70,80,74,6,1,8,2,4,41,1,1,5,0,1,Yes
956,Male,25,CSE,5.79,83,62,82,2,3,0,10,5,61,7,6,4,2,3,No
957,Female,25,MECH,8.11,98,86,57,3,2,5,1,5,84,8,7,9,0,3,Yes
958,Female,25,EEE,9.88,79,57,86,6,0,7,5,9,45,2,4,2,3,3,Yes
959,Female,21,MECH,9.83,57,75,74,4,3,3,10,7,46,1,3,10,5,0,Yes
960,Female,20,MECH,6.3,72,99,91,3,0,4,10,2,84,9,8,3,3,2,Yes
961,Male,20,ECE,8.14,82,62,64,6,0,3,8,8,55,1,7,3,3,0,Yes
962,Female,21,IT,7.0,98,92,86,1,3,1,2,3,48,3,10,10,0,3,No
963,Female,22,CIVIL,7.39,88,99,78,5,0,6,8,1,57,7,9,7,0,0,Yes
964,Male,22,CIVIL,7.07,80,87,70,1,0,0,3,2,76,3,4,8,5,4,No
965,Female,24,ECE,7.6,97,66,92,3,0,8,1,4,52,3,5,3,5,5,No
966,Female,20,ECE,5.76,55,62,88,5,2,8,1,5,96,3,6,4,3,1,Yes
967,Male,25,EEE,7.6,68,61,66,3,0,2,3,9,49,2,8,9,0,4,No
968,Male,21,CIVIL,8.82,95,78,69,6,2,6,1,7,42,6,7,1,1,5,No
969,Female,23,EEE,8.17,69,63,85,4,3,2,4,10,73,5,8,2,3,4,Yes
970,Male,23,CSE,7.97,64,96,57,2,2,6,5,8,81,6,5,9,4,2,Yes
971,Female,23,MECH,7.65,99,92,90,5,1,7,6,2,84,8,6,9,4,4,Yes
972,Male,22,CIVIL,6.68,72,73,93,4,1,5,6,4,76,4,6,5,1,2,Yes
973,Female,22,ECE,8.13,97,97,67,6,1,4,4,6,85,9,9,6,1,3,Yes
974,Male,20,CIVIL,8.68,73,95,70,1,2,2,8,6,55,7,8,5,4,3,Yes
975,Female,21,ECE,8.17,71,62,79,6,3,0,2,4,91,5,8,8,4,4,Yes
976,Female,24,MECH,7.35,72,58,82,5,3,1,8,7,64,6,2,3,1,0,Yes
977,Female,20,CSE,9.23,72,61,90,4,2,2,2,7,53,1,10,1,0,0,Yes
978,Female,24,CIVIL,6.72,82,70,69,1,2,8,6,4,49,1,9,10,2,1,Yes
979,Male,23,IT,7.88,56,65,60,4,2,7,2,2,55,7,4,4,3,4,No
980,Male,21,IT,6.73,55,70,74,3,3,7,4,4,46,2,7,8,3,1,Yes
981,Female,24,EEE,5.6,72,68,86,3,2,5,1,8,72,10,7,8,4,1,Yes
982,Female,21,CIVIL,5.84,99,98,79,1,3,3,4,6,62,7,5,4,5,2,No
983,Male,23,MECH,9.36,56,98,91,1,0,7,1,7,76,6,6,7,0,3,Yes
984,Female,25,EEE,9.5,60,82,71,2,1,4,6,5,70,3,3,4,4,5,No
985,Male,20,EEE,7.1,69,60,65,0,0,4,2,9,99,5,8,3,2,1,No
986,Female,22,IT,6.51,74,65,88,0,1,1,10,1,76,3,5,9,3,3,No
987,Male,21,CSE,9.05,67,93,59,0,0,4,3,9,47,8,9,6,5,1,Yes
988,Male,24,IT,6.58,55,75,65,6,2,8,1,9,72,1,7,3,1,0,Yes
989,Female,21,IT,6.56,93,78,91,6,2,7,4,8,51,2,4,3,5,4,No
990,Male,20,EEE,6.1,73,84,88,6,3,6,9,9,86,7,9,8,5,4,Yes
991,Female,24,MECH,8.66,80,71,88,3,1,8,8,3,91,1,4,2,4,2,Yes
992,Female,20,MECH,9.48,79,79,74,2,0,5,8,4,88,1,4,7,5,1,Yes
993,Female,24,CIVIL,6.12,74,80,70,1,0,3,8,5,71,7,8,8,2,1,Yes
994,Female,21,EEE,9.72,70,64,95,0,2,5,1,6,69,7,7,2,4,2,Yes
995,Female,24,MECH,7.6,85,59,77,2,1,4,9,3,40,2,3,9,2,0,Yes
996,Male,24,IT,8.27,78,56,83,3,2,7,6,10,60,5,6,1,4,4,Yes
997,Male,23,EEE,7.41,87,57,90,5,0,2,7,6,82,8,5,3,1,1,Yes
998,Male,24,EEE,6.71,69,57,57,2,0,2,4,7,76,4,7,3,3,4,No
999,Female,21,CSE,9.86,65,57,71,5,3,1,4,8,98,3,8,2,0,5,Yes
1000,Female,22,MECH,8.7,78,85,71,4,2,5,9,3,82,10,9,5,4,1,Yes
1001,Male,20,EEE,7.63,76,87,74,3,3,0,10,5,91,5,2,3,4,1,Yes
1002,Male,21,EEE,9.48,61,99,89,4,2,6,7,7,76,6,5,2,1,1,Yes
1003,Female,25,CSE,8.91,58,82,80,6,3,2,7,8,41,6,6,2,2,1,Yes
1004,Female,23,EEE,8.09,80,82,70,2,1,2,6,3,78,6,10,7,0,0,Yes
1005,Male,20,CIVIL,5.54,89,82,86,0,1,0,1,8,51,1,3,5,2,5,No
1006,Female,25,MECH,5.89,65,74,76,0,0,1,1,10,40,4,3,7,3,0,No
1007,Female,24,ECE,8.21,88,59,94,2,1,1,8,10,94,5,3,9,0,3,Yes
1008,Male,25,ECE,5.64,76,97,65,5,3,7,6,9,59,5,7,7,1,2,Yes
1009,Female,21,IT,7.53,64,57,60,0,0,2,2,8,48,3,2,5,2,5,No
1010,Female,24,IT,8.66,82,81,62,5,2,3,8,1,63,3,7,4,2,0,Yes
1011,Male,20,ECE,7.21,86,84,80,6,2,7,3,6,87,7,6,10,5,1,Yes
1012,Male,21,ECE,7.33,86,76,64,0,1,3,9,10,71,5,4,3,3,0,Yes
1013,Male,25,ECE,8.63,94,78,76,0,0,7,9,4,53,3,6,9,2,4,No
1014,Female,24,MECH,8.19,94,67,82,6,0,7,10,9,58,9,8,1,2,2,Yes
1015,Male,23,MECH,8.26,59,85,81,3,1,5,10,4,68,5,5,1,1,5,No
1016,Female,23,ECE,5.52,69,57,69,6,3,3,7,1,67,1,2,5,4,4,No
1017,Female,20,MECH,9.32,95,74,93,5,0,7,10,4,74,9,5,2,1,3,Yes
1018,Female,21,MECH,8.39,55,98,82,0,2,3,8,1,46,3,5,3,5,2,No
1019,Female,23,IT,9.49,68,65,78,0,2,4,9,9,80,2,2,3,0,0,Yes
1020,Male,20,ECE,9.75,62,83,76,0,3,8,2,8,82,10,5,2,2,0,Yes
1021,Female,21,EEE,9.05,89,71,56,4,0,1,3,3,61,3,9,9,1,3,No
1022,Female,20,ECE,9.26,82,61,87,6,3,3,3,4,79,8,10,2,5,1,Yes
1023,Female,24,EEE,7.2,96,78,67,0,0,7,4,1,76,6,1,6,5,2,No
1024,Female,25,CSE,9.77,84,60,63,6,0,8,9,2,77,3,8,8,4,4,Yes
1025,Female,20,MECH,9.07,95,75,70,2,3,4,1,2,43,5,3,5,3,1,Yes
1026,Female,22,EEE,9.82,88,78,59,3,2,4,7,1,41,5,6,3,5,0,Yes
1027,Male,24,MECH,8.14,61,78,62,0,2,5,6,2,51,10,4,10,0,1,Yes
1028,Male,22,ECE,9.2,90,89,60,6,2,8,5,2,97,7,1,5,3,0,Yes
1029,Female,22,CIVIL,5.73,59,61,92,0,0,7,1,8,91,6,7,9,0,2,No
1030,Male,24,MECH,9.44,70,60,76,1,1,1,1,8,53,3,3,9,1,3,No
1031,Male,25,MECH,9.35,91,67,86,4,1,0,7,4,79,7,4,9,2,2,Yes
1032,Male,23,MECH,7.31,92,73,72,1,0,6,5,10,71,1,2,7,4,1,Yes
1033,Female,25,IT,8.04,96,92,62,5,1,2,1,4,55,1,2,7,1,1,No
1034,Female,20,MECH,5.51,68,62,55,3,0,5,4,8,49,3,2,6,2,3,No
1035,Female,25,MECH,8.49,83,97,67,6,1,3,7,6,52,4,8,8,2,3,Yes
1036,Male,22,CSE,7.41,65,58,58,5,3,8,5,4,66,2,5,3,2,2,Yes
1037,Male,23,CSE,7.58,88,59,92,3,2,4,4,8,52,5,8,7,2,1,Yes
1038,Female,21,EEE,9.48,56,70,86,3,1,8,9,3,47,5,6,9,2,5,Yes
1039,Male,22,CIVIL,7.77,74,80,56,0,0,3,5,5,91,4,9,10,4,4,No
1040,Male,25,EEE,9.8,55,64,56,2,3,5,1,8,52,3,2,5,5,3,Yes
1041,Female,25,ECE,8.08,95,80,93,4,2,1,7,8,79,4,4,6,0,2,Yes
1042,Female,23,IT,7.84,86,69,82,4,0,1,2,10,97,3,4,7,0,1,Yes
1043,Female,23,MECH,9.88,59,61,90,3,1,3,4,4,63,2,1,5,0,4,No
1044,Female,20,ECE,8.33,83,68,60,2,1,1,2,5,90,10,9,4,0,3,No
1045,Female,24,IT,8.39,99,55,86,6,1,6,6,2,45,9,10,4,4,2,Yes
1046,Male,23,CIVIL,7.04,77,83,90,5,1,0,2,10,41,5,4,3,1,1,No
1047,Male,25,IT,6.36,68,67,63,2,3,0,8,4,79,3,1,2,5,5,No
1048,Male,22,CIVIL,8.83,74,98,82,1,0,2,8,7,40,3,6,1,4,1,No
1049,Female,20,CSE,8.86,68,59,64,3,0,6,4,3,57,9,9,9,4,4,No
1050,Female,23,IT,9.15,93,89,91,1,3,6,3,10,93,8,5,6,2,4,Yes
1051,Male,25,CSE,6.36,73,79,89,3,0,1,3,1,54,9,2,9,3,3,No
1052,Male,20,MECH,6.29,69,63,70,0,0,3,9,9,45,6,9,9,0,2,No
1053,Female,22,MECH,6.1,66,57,82,3,1,2,4,2,73,3,10,8,0,3,No
1054,Male,25,ECE,7.53,98,72,76,0,0,0,1,1,95,1,2,6,1,5,No
1055,Male,20,CIVIL,6.34,61,83,89,5,2,0,10,1,86,3,6,6,3,5,No
1056,Male,24,CIVIL,6.78,73,71,65,0,1,8,8,5,71,9,2,3,1,2,Yes
1057,Male,22,EEE,7.56,87,82,84,0,0,0,1,5,96,4,7,6,5,2,No
1058,Male,22,CIVIL,7.77,88,64,80,3,0,3,7,3,91,5,9,4,2,2,Yes
1059,Male,22,ECE,9.11,91,79,57,4,0,7,1,7,53,4,7,10,4,4,Yes
1060,Female,24,ECE,8.96,56,94,95,6,1,2,2,1,57,1,2,7,2,4,No
1061,Male,24,MECH,8.75,71,95,71,6,1,8,8,8,96,4,9,4,3,5,Yes
1062,Male,24,CIVIL,5.78,72,70,64,5,0,2,7,10,83,5,3,9,4,5,No
1063,Female,23,ECE,6.2,70,81,63,2,3,3,2,5,89,5,2,8,0,3,No
1064,Female,25,EEE,6.19,78,73,57,1,3,3,6,6,74,3,5,4,5,0,Yes
1065,Male,23,EEE,6.85,72,73,87,4,0,3,2,6,55,9,9,9,1,2,No
1066,Female,25,IT,7.55,99,58,76,0,2,0,5,4,53,4,4,6,1,4,No
1067,Female,24,ECE,9.39,62,80,69,6,1,1,2,2,85,10,8,9,3,5,Yes
1068,Male,24,CSE,8.17,67,70,92,0,1,7,4,3,65,6,4,1,3,0,Yes
1069,Male,20,MECH,8.85,86,75,79,0,3,8,7,9,86,9,1,1,1,1,Yes
1070,Male,20,MECH,5.97,81,62,90,1,0,3,7,6,70,8,5,5,4,0,Yes
1071,Female,20,MECH,8.49,80,78,94,6,2,2,1,2,59,10,2,2,4,5,No
1072,Female,20,MECH,6.79,69,80,88,3,2,0,10,3,88,7,4,3,5,1,Yes
1073,Male,24,MECH,7.73,59,70,83,2,2,5,7,2,45,5,1,5,1,4,No
1074,Female,25,CSE,9.15,95,56,76,1,3,6,7,7,90,1,9,2,0,5,Yes
1075,Male,23,CSE,9.63,67,58,88,1,2,6,7,10,45,1,7,3,5,3,Yes
1076,Male,22,CIVIL,6.44,66,68,71,2,2,0,7,9,75,3,7,10,0,3,Yes
1077,Female,23,MECH,8.33,64,94,68,4,2,4,1,2,55,5,9,1,4,3,No
1078,Male,22,ECE,6.54,97,90,88,1,3,0,4,4,81,6,10,2,0,0,Yes
1079,Female,23,CIVIL,8.55,93,58,87,2,0,4,5,10,51,1,8,5,4,1,Yes
1080,Female,24,CIVIL,8.02,95,81,94,4,3,4,9,10,88,10,8,2,4,2,Yes
1081,Male,24,ECE,8.05,95,91,70,1,2,1,5,1,89,9,5,10,4,1,Yes
1082,Male,21,CSE,6.31,69,73,64,6,3,6,10,9,100,1,7,10,5,0,Yes
1083,Female,21,EEE,8.32,84,81,56,5,3,2,4,5,75,4,9,10,1,2,Yes
1084,Female,25,IT,9.45,88,63,90,6,0,4,1,6,66,2,3,10,4,3,Yes
1085,Female,20,MECH,9.04,64,80,92,6,2,8,3,7,82,5,2,9,3,4,Yes
1086,Female,22,EEE,8.27,68,55,90,3,3,1,3,4,91,9,6,10,2,0,Yes
1087,Female,21,ECE,7.25,64,70,92,6,2,8,5,1,94,1,3,8,1,0,Yes
1088,Male,25,MECH,7.41,80,79,59,0,0,6,9,4,44,2,4,10,2,0,Yes
1089,Male,20,EEE,7.82,94,96,72,0,2,1,6,1,69,7,3,9,1,4,No
1090,Female,25,EEE,8.26,58,78,69,5,2,4,1,8,68,8,10,5,3,1,Yes
1091,Male,25,EEE,9.4,80,81,63,4,1,5,1,9,91,2,8,8,3,0,Yes
1092,Male,24,CIVIL,9.6,59,71,56,3,2,1,4,4,52,8,4,2,1,2,Yes
1093,Female,25,IT,6.39,80,61,84,4,0,7,1,4,94,3,2,2,4,1,No
1094,Male,23,CSE,6.46,82,70,87,5,2,2,8,8,74,10,6,7,0,1,Yes
1095,Male,23,CSE,9.42,89,73,74,2,0,2,10,6,43,3,7,5,4,0,Yes
1096,Male,23,ECE,6.75,58,70,83,1,2,1,7,8,74,2,3,8,5,3,No
1097,Male,21,CSE,5.56,65,95,60,3,1,1,4,5,73,7,3,10,4,2,No
1098,Female,25,CIVIL,8.17,69,82,69,6,1,1,9,3,74,6,7,1,2,1,Yes
1099,Female,25,CSE,7.67,99,92,89,5,3,6,2,8,70,1,7,8,1,3,Yes
1100,Male,20,ECE,8.86,79,89,64,0,1,2,4,6,60,3,2,7,5,5,No
1101,Female,20,ECE,7.87,83,61,71,3,1,1,9,3,44,10,3,6,4,3,Yes
1102,Female,24,CSE,7.95,89,98,72,1,3,8,5,9,95,1,3,3,0,2,Yes
1103,Male,24,CIVIL,8.71,97,89,82,5,2,8,5,3,59,10,6,10,4,4,Yes
1104,Male,25,CSE,6.75,83,95,89,4,3,0,8,2,62,3,4,9,3,3,Yes
1105,Female,23,IT,7.87,97,66,56,4,3,4,7,2,79,2,8,8,4,4,Yes
1106,Female,23,MECH,6.16,94,91,82,4,3,2,3,6,73,10,4,8,5,0,Yes
1107,Female,25,MECH,5.5,96,66,95,6,1,5,1,5,96,1,6,7,3,5,No
1108,Female,25,EEE,8.0,56,98,62,1,2,8,3,6,94,6,5,5,1,4,Yes
1109,Female,23,MECH,7.23,63,77,94,2,1,3,3,9,87,10,5,7,1,1,Yes
1110,Male,22,EEE,6.22,60,98,75,1,2,7,3,6,64,3,10,3,3,4,No
1111,Male,25,IT,7.01,93,98,78,0,1,8,2,9,85,7,6,6,0,5,No
1112,Female,24,ECE,9.71,90,75,56,4,2,7,5,5,54,1,4,5,5,4,Yes
1113,Male,25,MECH,9.13,59,62,85,4,3,2,1,4,73,6,10,4,2,0,Yes
1114,Male,22,IT,7.24,60,75,73,3,0,5,6,4,46,4,3,6,4,1,No
1115,Female,23,CIVIL,9.22,88,61,70,6,3,7,6,1,41,10,5,3,5,5,Yes
1116,Male,22,CSE,5.65,77,66,84,3,0,8,8,9,43,10,3,8,0,2,Yes
1117,Female,21,IT,9.22,88,90,77,3,1,2,6,9,91,7,7,1,2,4,Yes
1118,Female,23,MECH,7.45,74,65,63,3,2,8,6,5,74,6,10,7,2,2,Yes
1119,Female,21,MECH,6.07,94,62,60,6,3,5,1,3,99,1,1,1,1,2,Yes
1120,Female,25,IT,8.08,69,59,70,1,0,5,6,2,53,1,6,6,3,0,No
1121,Male,25,CIVIL,7.37,66,98,61,2,2,4,9,9,79,7,7,10,4,5,Yes
1122,Female,21,EEE,9.74,99,69,82,3,3,4,7,3,87,1,3,6,4,5,Yes
1123,Male,22,ECE,6.42,59,88,68,6,1,8,2,3,52,2,3,4,4,1,Yes
1124,Male,25,ECE,8.25,58,79,55,0,1,6,5,8,50,4,9,8,2,0,Yes
1125,Male,23,EEE,7.78,60,97,84,1,1,5,8,8,60,5,6,9,5,2,Yes
1126,Female,21,EEE,6.18,91,57,75,1,0,8,8,7,97,9,4,2,3,0,Yes
1127,Male,25,EEE,9.73,96,85,66,0,3,3,4,8,90,4,10,10,1,0,Yes
1128,Female,21,IT,6.18,91,94,68,5,3,2,2,7,91,6,10,2,5,2,Yes
1129,Male,24,MECH,6.13,65,75,78,5,1,8,4,6,75,5,5,7,0,3,Yes
1130,Female,25,CIVIL,9.38,69,65,80,2,1,0,10,6,56,5,10,8,4,5,Yes
1131,Male,21,EEE,8.16,92,83,55,1,1,7,2,3,43,6,4,10,3,4,No
1132,Female,25,CSE,6.44,75,63,92,4,1,2,3,1,91,2,3,6,3,5,No
1133,Male,24,IT,6.26,57,71,90,3,3,8,9,9,95,10,8,6,5,1,Yes
1134,Female,25,MECH,7.07,70,95,89,3,0,0,4,1,57,5,4,7,5,0,No
1135,Female,20,EEE,5.79,65,68,91,6,0,0,3,10,50,10,6,1,0,2,No
1136,Male,23,ECE,8.38,87,67,58,4,1,0,10,7,70,2,4,10,3,0,Yes
1137,Male,21,EEE,5.71,64,64,62,1,1,1,8,7,69,3,1,2,4,5,No
1138,Male,20,CSE,7.18,61,63,66,0,0,0,8,3,86,6,9,8,1,1,No
1139,Male,20,ECE,8.02,82,79,76,1,0,2,8,5,89,9,2,3,2,1,Yes
1140,Male,20,ECE,5.6,90,98,80,5,1,5,1,10,82,6,3,3,4,2,Yes
1141,Female,21,CSE,9.2,92,67,78,2,3,1,1,4,85,10,10,6,1,5,No
1142,Female,20,CSE,6.51,84,62,64,2,1,6,6,9,60,9,6,7,2,1,Yes
1143,Male,20,ECE,9.64,64,56,64,3,0,6,2,6,79,3,8,4,4,3,Yes
1144,Female,20,IT,8.14,58,83,60,3,3,0,7,4,48,3,5,9,5,0,Yes
1145,Female,22,ECE,9.69,65,98,95,5,0,3,5,1,55,1,2,1,4,2,No
1146,Female,23,MECH,9.52,95,83,78,3,2,1,6,8,77,6,6,5,3,1,Yes
1147,Male,22,EEE,9.2,63,71,84,3,0,1,1,9,43,2,9,2,0,1,No
1148,Male,25,EEE,7.94,61,83,80,2,0,7,3,7,73,1,9,1,4,0,Yes
1149,Female,23,CSE,6.15,56,61,76,5,0,7,2,4,72,1,7,8,0,1,No
1150,Male,23,CIVIL,6.51,60,58,73,2,2,7,5,4,91,7,3,2,5,1,Yes
1151,Male,20,MECH,7.41,77,89,88,5,2,7,7,7,78,5,8,1,1,0,Yes
1152,Male,22,IT,9.9,67,93,80,1,3,4,7,7,67,3,2,6,4,0,Yes
1153,Male,21,CIVIL,9.26,56,57,58,2,3,6,7,2,59,6,10,1,0,0,Yes
1154,Male,23,MECH,7.64,84,62,71,0,0,4,10,4,74,9,2,10,5,5,No
1155,Female,24,CSE,6.89,97,59,75,6,1,0,5,10,78,9,1,10,2,5,Yes
1156,Female,23,MECH,7.83,86,95,69,5,0,3,8,10,68,2,7,7,4,4,Yes
1157,Female,20,EEE,9.5,61,64,68,3,2,0,8,8,76,5,4,4,1,2,Yes
1158,Female,21,IT,8.74,87,97,92,4,2,1,10,8,91,1,2,5,1,3,Yes
1159,Male,20,IT,7.56,87,84,89,6,1,1,2,7,43,3,1,5,0,4,No
1160,Male,21,ECE,8.51,94,91,87,4,3,2,2,2,68,1,9,9,5,4,No
1161,Female,25,MECH,5.63,59,89,80,2,2,8,3,3,88,2,8,6,4,4,No
1162,Male,24,EEE,9.78,78,83,55,4,1,0,1,5,74,1,7,8,2,3,No
1163,Male,21,IT,7.17,60,74,93,3,0,1,3,9,97,8,10,5,1,4,No
1164,Female,24,MECH,6.16,80,92,85,5,0,4,1,10,62,4,2,5,0,4,No
1165,Female,20,ECE,7.38,86,90,70,1,3,4,9,9,54,6,7,6,0,3,Yes
1166,Female,21,ECE,8.32,93,81,95,2,3,6,9,4,86,5,10,7,0,2,Yes
1167,Female,24,ECE,6.17,83,55,64,4,2,1,7,3,50,6,10,4,5,3,No
1168,Female,24,MECH,6.05,87,91,69,2,3,8,9,4,79,1,7,3,2,3,Yes
1169,Female,21,MECH,7.46,91,59,82,0,0,1,5,2,53,2,10,4,2,5,No
1170,Male,21,CIVIL,7.29,69,68,85,5,3,0,6,3,55,1,5,6,4,4,No
1171,Male,23,ECE,8.93,99,56,65,2,2,4,8,3,56,2,10,2,3,2,Yes
1172,Male,21,CIVIL,6.77,56,91,81,3,0,7,8,2,89,9,3,5,4,4,No
1173,Male,24,MECH,9.71,55,80,84,6,1,1,5,2,68,5,7,9,0,1,Yes
1174,Female,24,IT,9.54,95,79,71,4,3,8,10,4,84,10,7,10,4,3,Yes
1175,Female,24,EEE,8.0,99,60,75,2,2,5,1,2,47,10,3,10,5,1,Yes
1176,Male,25,EEE,9.88,70,99,79,5,0,5,2,2,70,2,7,1,1,4,No
1177,Female,21,EEE,6.88,81,96,63,0,2,5,6,10,43,7,8,1,0,0,Yes
1178,Female,21,ECE,7.83,92,71,66,0,2,6,7,5,90,9,10,7,3,3,Yes
1179,Female,20,ECE,8.97,71,65,55,6,2,5,7,6,71,8,6,9,0,4,Yes
1180,Female,22,ECE,9.74,67,87,93,0,3,2,4,6,56,7,7,3,5,1,Yes
1181,Female,22,CIVIL,6.77,61,80,95,2,2,3,1,1,84,7,3,3,0,1,No
1182,Male,22,IT,9.74,83,82,85,5,3,4,7,3,88,6,10,2,3,0,Yes
1183,Male,20,IT,6.74,61,60,78,6,2,8,9,7,43,1,9,1,0,3,Yes
1184,Female,23,CIVIL,7.68,90,63,67,6,0,2,10,10,96,6,8,1,2,3,Yes
1185,Male,25,EEE,8.99,65,95,82,0,1,1,3,1,53,9,5,4,5,3,No
1186,Female,21,EEE,7.02,92,79,89,0,3,8,6,3,63,5,9,3,2,1,Yes
